Account,Amount Paid,Risk_Score,Is Laundering
8542F5CB0,228.02,0.0,0
8542F9BD0,78.94,0.0,0
8542FE8B0,120.12,0.0,0
85430D340,8.34,0.0,0
8543127A0,80.69,0.0,0
854335550,24.09,0.0,0
85433C560,22.94,0.0,0
854342AC0,9.27,0.0,0
854343C10,45.33,0.0,0
85436D090,62.74,0.0,0
854373240,47.94,0.0,0
8543777B0,42.14,0.0,0
854378610,119.39,0.0,0
85437CEC0,3.87,0.0,0
854382C30,39.36,0.0,0
85438AC80,5.8,0.0,0
8543B3760,144.12,0.0,0
8543BCB20,100.72,0.0,0
8543BE0A0,23.56,0.0,0
8543BE500,98.82,0.0,0
8543C5860,10.54,0.0,0
8543D7810,55.57,0.0,0
8543D7F90,280.78,0.0,0
8543E48D0,3.24,0.0,0
8543E4B00,144.38,0.0,0
8543EE0D0,43.78,0.0,0
8543F0010,8.45,0.0,0
8543F10F0,1.93,0.0,0
8543F5A10,11.17,0.0,0
8543F74F0,7.92,0.0,0
8543F8030,35.45,0.0,0
8543F88C0,275.25,0.0,0
8543FA2B0,7.64,0.0,0
8543FA350,125.61,0.0,0
8543FBAF0,48.0,0.0,0
8543FC0E0,142.89,0.0,0
854400970,26.49,0.0,0
854420060,0.87,0.0,0
85443DD40,58.08,0.0,0
85445DFE0,10.12,0.0,0
854480D60,33.59,0.0,0
8544CF920,25.5,0.0,0
85456D420,5.6,0.0,0
854573450,95.39,0.0,0
854575DC0,93.72,0.0,0
854583030,129.47,0.0,0
854589E80,9.77,0.0,0
854592600,136.61,0.0,0
8545AE110,7.31,0.0,0
8545B2D10,47.51,0.0,0
8545B4890,15.66,0.0,0
8545BFF80,29.23,0.0,0
8545CD7C0,9.64,0.0,0
8545DDE30,33.36,0.0,0
8545E88B0,51.37,0.0,0
8545E8F10,9.58,0.0,0
8545E9770,1.45,0.0,0
85461DF40,85.3,0.0,0
85461ED50,79.82,0.0,0
85463A280,81.26,0.0,0
8546CDCF0,1.93,0.0,0
8546CE970,6.88,0.0,0
8546D0100,21.29,0.0,0
8546FFBB0,82.15,0.0,0
8547473C0,172.53,0.0,0
85477B5B0,92.07,0.0,0
854788850,28.58,0.0,0
8548E41D0,36.99,0.0,0
85491FAB0,158.31,0.0,0
854930320,29.39,0.0,0
854935ED0,37.0,0.0,0
854937AE0,8.08,0.0,0
85493A5C0,144.44,0.0,0
854947DE0,24.85,0.0,0
854954CB0,17.95,0.0,0
85495F530,71.34,0.0,0
85495FBA0,5.97,0.0,0
8549800D0,160.8,0.0,0
8549871A0,21.66,0.0,0
854999CD0,5.33,0.0,0
8549AE3F0,7.45,0.0,0
8549C91D0,42.12,0.0,0
8549CE710,249.8,0.0,0
8549D49C0,272.7,0.0,0
8549D89E0,2.86,0.0,0
8549D97F0,22.9,0.0,0
8549D9890,4.42,0.0,0
8549DD500,266.63,0.0,0
8549E2120,19.33,0.0,0
8549E4AC0,68.0,0.0,0
8549E7F10,149.42,0.0,0
8549EC740,47.62,0.0,0
854A08C80,90.07,0.0,0
854A0F9C0,188.26,0.0,0
854A17780,10.65,0.0,0
854A2CD10,7.2,0.0,0
854A4D2D0,1.22,0.0,0
854A50AB0,34.7,0.0,0
854AACAE0,45.06,0.0,0
854AADF30,5.96,0.0,0
854AB66C0,2.54,0.0,0
854AC0A20,28.74,0.0,0
854ACF730,3.43,0.0,0
854AD24D0,97.22,0.0,0
854AE1060,10.43,0.0,0
854AE1620,281.25,0.0,0
854AE3F30,60.4,0.0,0
854AF2580,8.93,0.0,0
854AF3850,104.05,0.0,0
854B05F60,137.93,0.0,0
854B08F90,9.58,0.0,0
854B097D0,11.36,0.0,0
854B0A1A0,48.99,0.0,0
854B1B920,30.07,0.0,0
854B1FA60,3.93,0.0,0
854B3E2A0,48.5,0.0,0
854B3F1A0,167.28,0.0,0
854B53A20,83.84,0.0,0
854B55E20,43.54,0.0,0
854B56970,19.54,0.0,0
854B58410,36.26,0.0,0
854B61B00,2.71,0.0,0
854B6D490,111.84,0.0,0
854B70F90,17.66,0.0,0
854B72C20,25.85,0.0,0
854B77AC0,6.27,0.0,0
854B82600,49.04,0.0,0
854BA66D0,68.05,0.0,0
854BA9AD0,47.65,0.0,0
854BBF860,10.39,0.0,0
854BC2950,78.27,0.0,0
854BDC860,137.14,0.0,0
854BE5E90,83.45,0.0,0
854C009B0,0.8,0.0,0
854C29B50,24.2,0.0,0
854C38C80,215.24,0.0,0
854C48570,113.84,0.0,0
854C53E20,8.38,0.0,0
854CD0310,9.3,0.0,0
854CE4840,149.85,0.0,0
854D26410,161.37,0.0,0
854D29B80,115.75,0.0,0
854D42000,41.39,0.0,0
854D77460,0.19,0.0,0
854D78DB0,44.38,0.0,0
854D79EB0,131.43,0.0,0
854DDB650,16.98,0.0,0
854DDBB30,42.99,0.0,0
854DE4220,7.87,0.0,0
854DEECB0,27.65,0.0,0
854E3AAC0,4.51,0.0,0
854EEF600,54.39,0.0,0
854EF08C0,39.77,0.0,0
854EFC230,38.0,0.0,0
854F003A0,81.01,0.0,0
854F28D40,68.21,0.0,0
854F29670,150.88,0.0,0
854F2E1C0,40.71,0.0,0
854F2E300,76.52,0.0,0
854F50E90,45.8,0.0,0
854F59FC0,108.05,0.0,0
854F71820,3.47,0.0,0
854F72850,76.83,0.0,0
854F7E1B0,245.65,0.0,0
854F83CB0,6.26,0.0,0
854F9C1F0,21.17,0.0,0
854F9C800,9.0,0.0,0
854F9D410,133.33,0.0,0
854F9DD70,14.25,0.0,0
854FCC360,9.79,0.0,0
854FD79F0,25.48,0.0,0
854FD8680,9.27,0.0,0
854FE65D0,43.63,0.0,0
854FEAAB0,157.01,0.0,0
85502A230,28.38,0.0,0
855046CB0,6.56,0.0,0
855048610,0.82,0.0,0
85504D810,144.2,0.0,0
85505FD80,110.72,0.0,0
8550635F0,13.55,0.0,0
855064A10,5.05,0.0,0
85507AB50,5.31,0.0,0
85507B3B0,91.67,0.0,0
85507DF80,94.22,0.0,0
85508DD90,92.08,0.0,0
85509E970,228.0,0.0,0
8550B3610,139.51,0.0,0
8550B39E0,150.18,0.0,0
8550B9590,5.04,0.0,0
8550BB700,2.34,0.0,0
8550BBA20,41.38,0.0,0
8550BD2A0,43.82,0.0,0
8550BE430,130.85,0.0,0
8550DCFA0,36.44,0.0,0
855117990,191.83,0.0,0
8551A9730,5.55,0.0,0
855206930,25.65,0.0,0
855207390,19.19,0.0,0
855207430,80.41,0.0,0
85520FDC0,28.45,0.0,0
855210140,26.62,0.0,0
855212A10,33.77,0.0,0
855213490,160.62,0.0,0
855287F90,59.84,0.0,0
8552FFE80,2.42,0.0,0
855305190,28.39,0.0,0
8553694A0,20.73,0.0,0
85536D2D0,106.32,0.0,0
855378980,2.59,0.0,0
8553F76E0,2.68,0.0,0
8553FECE0,3.28,0.0,0
8554022E0,12.49,0.0,0
855402FF0,195.41,0.0,0
855410B40,177.65,0.0,0
855410E00,36.22,0.0,0
855447F70,90.9,0.0,0
855476160,146.61,0.0,0
855479BA0,21.58,0.0,0
85547EF30,44.77,0.0,0
85549CB20,29.79,0.0,0
8554D41C0,36.52,0.0,0
8555602E0,149.42,0.0,0
855560FC0,92.58,0.0,0
855563830,188.7,0.0,0
8555A0720,45.8,0.0,0
8555DD080,33.1,0.0,0
8555E80B0,39.94,0.0,0
8555EEB50,126.9,0.0,0
85563B200,22.77,0.0,0
855643740,35.46,0.0,0
8556447F0,64.78,0.0,0
8556481C0,26.22,0.0,0
8556EAE60,161.41,0.0,0
85578EBF0,42.13,0.0,0
8557A76E0,277.99,0.0,0
85581CE90,16.37,0.0,0
855867690,58.83,0.0,0
855874BC0,2.7,0.0,0
85587C6A0,23.59,0.0,0
855897440,193.83,0.0,0
85589E060,128.15,0.0,0
8558B7540,20.55,0.0,0
855913330,6.98,0.0,0
85593E410,20.45,0.0,0
8559A3BE0,22.23,0.0,0
855A2E1D0,29.35,0.0,0
855A3ED10,4.15,0.0,0
855AAD780,9.99,0.0,0
855B73030,31.97,0.0,0
855B731C0,38.86,0.0,0
855B91DA0,24.95,0.0,0
855C533F0,10.64,0.0,0
855C90510,115.34,0.0,0
855C91CD0,76.08,0.0,0
855CE0500,71.79,0.0,0
855D61470,21.93,0.0,0
855D73A00,45.16,0.0,0
855D780C0,5.26,0.0,0
855D7E1B0,77.08,0.0,0
855D8C380,46.22,0.0,0
855D934E0,249.34,0.0,0
855D95870,88.88,0.0,0
855E2B7D0,257.26,0.0,0
855E65FC0,90.01,0.0,0
855E79B60,43.84,0.0,0
855E86C60,125.14,0.0,0
855E86F90,24.76,0.0,0
855E9DC00,78.96,0.0,0
855EA0450,46.95,0.0,0
855EA0C20,116.26,0.0,0
855EAACF0,27.9,0.0,0
855F3DCD0,12.16,0.0,0
855F4D740,49.34,0.0,0
855F4F900,6.85,0.0,0
855F62600,81.57,0.0,0
856022CF0,57.3,0.0,0
8560E8F70,14.64,0.0,0
85619D580,6.28,0.0,0
856284AA0,250.38,0.0,0
8562A6630,44.76,0.0,0
856333A30,48.85,0.0,0
8563377E0,3.93,0.0,0
856340830,8.59,0.0,0
856346040,78.33,0.0,0
856347930,47.5,0.0,0
85637A9E0,132.89,0.0,0
85637CF50,1.89,0.0,0
85637D170,73.43,0.0,0
85637DA80,6.17,0.0,0
85646D3C0,72.63,0.0,0
856481C10,122.08,0.0,0
856482EB0,33.89,0.0,0
8565235E0,21.35,0.0,0
856527370,5.17,0.0,0
8565278C0,32.11,0.0,0
85655EB70,18.96,0.0,0
856568B00,30.47,0.0,0
85657CB10,134.72,0.0,0
856587890,6.88,0.0,0
8565B9440,75.45,0.0,0
8565BAAA0,10.71,0.0,0
8565C7070,35.99,0.0,0
8565CB100,101.89,0.0,0
8565DF1C0,9.01,0.0,0
8565E04E0,117.15,0.0,0
8565F99D0,140.39,0.0,0
8565FC8B0,212.67,0.0,0
8565FC900,31.35,0.0,0
856629EC0,38.76,0.0,0
856633DD0,19.4,0.0,0
85663D2D0,37.25,0.0,0
856643110,44.34,0.0,0
856653420,6.52,0.0,0
85666B1C0,8.28,0.0,0
85666C2F0,4.69,0.0,0
85666CF70,29.64,0.0,0
85667B4D0,20.97,0.0,0
85667E6B0,35.85,0.0,0
856688850,76.31,0.0,0
85668B8D0,5.4,0.0,0
8566B8280,36.98,0.0,0
8566C19C0,5.51,0.0,0
8566E1F20,22.51,0.0,0
8566E7A80,36.51,0.0,0
8566E9F60,9.84,0.0,0
8566EB4F0,84.65,0.0,0
8569119C0,8.95,0.0,0
856948840,173.71,0.0,0
85695CC70,195.59,0.0,0
856961130,136.55,0.0,0
856966C70,60.29,0.0,0
856969150,32.72,0.0,0
85696ED50,8.56,0.0,0
856970CF0,100.98,0.0,0
85699F340,24.67,0.0,0
8569F1980,30.42,0.0,0
856A5C380,7.3,0.0,0
856ACCC20,165.15,0.0,0
856AF8A10,277.02,0.0,0
856B58520,7.67,0.0,0
856B5D070,82.75,0.0,0
856B633D0,39.94,0.0,0
856B7FE10,1.54,0.0,0
856B8B2E0,40.98,0.0,0
856BDBD20,43.73,0.0,0
856BDF350,23.88,0.0,0
856C4E2E0,122.27,0.0,0
856C78010,76.26,0.0,0
856C78D50,6.3,0.0,0
856C9DEF0,53.79,0.0,0
856CEBA80,8.33,0.0,0
856CF5870,0.89,0.0,0
856CFB510,167.16,0.0,0
856CFE2A0,41.9,0.0,0
856D08E60,179.35,0.0,0
856D37890,40.35,0.0,0
856D460E0,32.96,0.0,0
856D93C00,126.36,0.0,0
856E4C660,32.06,0.0,0
856E4FC90,106.32,0.0,0
856EDFEB0,104.7,0.0,0
856EE0530,56.71,0.0,0
856F090E0,51.26,0.0,0
856F0F920,7.25,0.0,0
856F14440,36.66,0.0,0
856F15D50,3.24,0.0,0
856F20FF0,47.4,0.0,0
856FDC090,35.11,0.0,0
857010A30,36.49,0.0,0
857012FE0,16.74,0.0,0
857014760,25.33,0.0,0
8571CCD00,19.52,0.0,0
8571CCD50,33.2,0.0,0
8571E0FE0,17.0,0.0,0
8571E1440,24.73,0.0,0
8572638C0,80.95,0.0,0
857264040,85.94,0.0,0
85732A7F0,4.53,0.0,0
85736EC00,7.22,0.0,0
857388840,58.81,0.0,0
8573E3F70,11.93,0.0,0
857423270,58.53,0.0,0
85744B620,69.5,0.0,0
85744E120,74.86,0.0,0
8574711E0,63.82,0.0,0
857473050,13.18,0.0,0
85748AC80,15.67,0.0,0
85748AD20,5.13,0.0,0
85749AB90,40.24,0.0,0
8574CD080,99.57,0.0,0
8574D1E40,163.5,0.0,0
8574D5740,140.49,0.0,0
8574D5C80,97.98,0.0,0
8574D97C0,130.69,0.0,0
8574E3B00,4.21,0.0,0
857514C30,37.21,0.0,0
857515CE0,152.99,0.0,0
8575164D0,5.97,0.0,0
85751AA00,144.15,0.0,0
857530730,21.98,0.0,0
857533A80,32.23,0.0,0
8575372B0,146.53,0.0,0
857568370,24.56,0.0,0
857577960,52.84,0.0,0
857577C30,16.82,0.0,0
85757B550,0.15,0.0,0
857597C30,96.89,0.0,0
85759C570,6.65,0.0,0
857651F30,1.27,0.0,0
857679BF0,32.37,0.0,0
85768A9A0,31.76,0.0,0
85768E610,127.49,0.0,0
85768F1F0,18.9,0.0,0
85778ED60,97.34,0.0,0
8577982D0,130.52,0.0,0
8577A2950,7.07,0.0,0
8577A2C20,88.52,0.0,0
8577BF170,31.74,0.0,0
8577C90E0,5.76,0.0,0
8577CC090,226.78,0.0,0
85782BB50,2.66,0.0,0
8578460B0,69.26,0.0,0
85785EF60,45.51,0.0,0
8578654D0,19.21,0.0,0
8578AF370,10.38,0.0,0
8578F0CA0,7.17,0.0,0
8578F8090,113.09,0.0,0
8578F89E0,13.96,0.0,0
85792A770,19.88,0.0,0
8579458C0,48.21,0.0,0
857986A30,48.44,0.0,0
857992660,113.36,0.0,0
857996420,82.03,0.0,0
857A5E550,63.85,0.0,0
857A6BAC0,5.78,0.0,0
857AD7D00,197.78,0.0,0
857ADBDC0,13.48,0.0,0
857B19CC0,30.01,0.0,0
857B35060,29.41,0.0,0
857B36AB0,185.77,0.0,0
857B3CB90,11.35,0.0,0
857B87860,40.2,0.0,0
857B904A0,1.67,0.0,0
857B93BE0,52.22,0.0,0
857B98A60,145.05,0.0,0
857BB3A70,73.08,0.0,0
857BB4720,33.3,0.0,0
857BECB70,49.4,0.0,0
857C205A0,189.3,0.0,0
857C20870,17.4,0.0,0
857C25970,16.04,0.0,0
857C3D4C0,132.82,0.0,0
857C54D50,25.81,0.0,0
857C5D890,90.63,0.0,0
857C61770,59.04,0.0,0
857C749A0,48.81,0.0,0
857CEE480,47.28,0.0,0
857D2D970,6.7,0.0,0
857D2DDC0,32.3,0.0,0
857D31FA0,31.12,0.0,0
857D6A010,17.46,0.0,0
857D7E1D0,207.39,0.0,0
857D88FC0,57.47,0.0,0
857D8FBD0,1.11,0.0,0
857D99E00,26.38,0.0,0
857DBB040,110.03,0.0,0
857DDB070,91.85,0.0,0
857DDB160,4.26,0.0,0
857DDEDC0,96.75,0.0,0
857DF2FB0,18.98,0.0,0
857DF8610,75.11,0.0,0
857DF8700,49.83,0.0,0
857DF8980,15.93,0.0,0
857E0E580,9.95,0.0,0
857E0EB90,7.54,0.0,0
857E1C290,35.77,0.0,0
857E2E420,4.53,0.0,0
857E5E710,8.55,0.0,0
857E62AD0,7.12,0.0,0
857E65C00,44.47,0.0,0
857E6E5F0,85.92,0.0,0
857E6F370,7.44,0.0,0
857E7DBF0,160.18,0.0,0
857E7DD30,44.61,0.0,0
857EC1DA0,24.97,0.0,0
857F0B690,43.94,0.0,0
857F0B6E0,2.4,0.0,0
857F10E70,5.85,0.0,0
857F11320,197.03,0.0,0
857F11480,24.3,0.0,0
857F1BFE0,33.08,0.0,0
857F22AA0,4.64,0.0,0
857F23A40,46.62,0.0,0
857F25500,147.84,0.0,0
857F4A670,162.39,0.0,0
857F4EB40,23.37,0.0,0
857F5DAB0,3.57,0.0,0
857F5E5C0,19.76,0.0,0
857F660D0,11.81,0.0,0
857F66260,30.8,0.0,0
857FFA680,45.12,0.0,0
858000700,8.44,0.0,0
8580118B0,17.8,0.0,0
858016350,3.83,0.0,0
85801DE90,176.11,0.0,0
858036ED0,3.38,0.0,0
85803DE50,4.46,0.0,0
85803DEA0,268.16,0.0,0
858040280,73.85,0.0,0
858040B50,119.25,0.0,0
858040BA0,7.95,0.0,0
858041E60,141.26,0.0,0
858091010,66.33,0.0,0
8580F48F0,40.16,0.0,0
8580FEDE0,43.93,0.0,0
858145D60,8.5,0.0,0
85814CA20,185.47,0.0,0
858155880,88.87,0.0,0
858186A60,98.64,0.0,0
8581AA0B0,188.42,0.0,0
8581AFF10,30.17,0.0,0
85834B5A0,26.09,0.0,0
858350500,18.2,0.0,0
858357820,87.02,0.0,0
858376240,3.13,0.0,0
858388330,147.93,0.0,0
85839C8C0,183.84,0.0,0
85839CDC0,22.85,0.0,0
85839F850,212.79,0.0,0
8584237C0,27.4,0.0,0
858440D20,43.54,0.0,0
85844AB50,7.92,0.0,0
8584C3CF0,28.2,0.0,0
8584C6500,46.87,0.0,0
85857EE40,14.14,0.0,0
858583F40,193.56,0.0,0
8585AFB70,121.0,0.0,0
85862C530,35.22,0.0,0
858763500,87.37,0.0,0
858775000,82.11,0.0,0
85877FDC0,49.86,0.0,0
858781160,11.99,0.0,0
858884AF0,23.68,0.0,0
858885900,24.23,0.0,0
8588A14A0,276.95,0.0,0
8588A42D0,0.74,0.0,0
8588A61E0,50.73,0.0,0
8588A7EB0,12.31,0.0,0
8588A90A0,81.07,0.0,0
8588A94B0,17.53,0.0,0
8588B4B80,42.05,0.0,0
8588BC9F0,45.25,0.0,0
85893E840,20.86,0.0,0
85895A4E0,133.42,0.0,0
8589DBD50,114.23,0.0,0
8589E3130,45.87,0.0,0
8589E5460,35.2,0.0,0
8589F03D0,37.52,0.0,0
8589F9C70,228.42,0.0,0
8589FF1C0,28.05,0.0,0
858A00350,98.53,0.0,0
858A00680,5.13,0.0,0
858A09AA0,15.47,0.0,0
858A1CD90,1.86,0.0,0
858A40E80,32.3,0.0,0
858A483D0,27.96,0.0,0
858A49670,57.02,0.0,0
858A49AD0,6.19,0.0,0
858A4F810,147.97,0.0,0
858A501D0,24.48,0.0,0
858A52990,37.96,0.0,0
858A5BF00,5.91,0.0,0
858A60D80,165.41,0.0,0
858A63680,24.53,0.0,0
858A63B80,21.79,0.0,0
858A78ED0,10.7,0.0,0
858A79660,177.93,0.0,0
858A85D00,60.83,0.0,0
858A963B0,6.22,0.0,0
858A97D20,35.97,0.0,0
858A9AC50,39.32,0.0,0
858AB6010,49.57,0.0,0
858ABB3C0,47.64,0.0,0
858ACBE10,38.93,0.0,0
858AFE320,145.61,0.0,0
858AFE3A0,41.47,0.0,0
858B01940,45.04,0.0,0
858B03E40,213.44,0.0,0
858B33270,67.65,0.0,0
858B3F140,110.83,0.0,0
858B6A3D0,184.63,0.0,0
858BA98C0,8.37,0.0,0
858BAAC20,6.2,0.0,0
858BAFA20,2.8,0.0,0
858BB5EA0,114.88,0.0,0
858BBEB20,37.54,0.0,0
858BE9F20,23.03,0.0,0
858C905B0,35.26,0.0,0
858C908D0,82.81,0.0,0
858C90920,33.16,0.0,0
858C94420,1.63,0.0,0
858C945B0,109.87,0.0,0
858CA1220,148.45,0.0,0
858D0B650,60.15,0.0,0
858DC2CA0,11.43,0.0,0
858DF6690,270.12,0.0,0
858E02870,74.77,0.0,0
858E60730,8.98,0.0,0
859014150,35.94,0.0,0
859027BE0,73.77,0.0,0
859027F00,10.08,0.0,0
85902AF90,3.83,0.0,0
85902C030,18.36,0.0,0
859033240,4.17,0.0,0
859048E50,152.63,0.0,0
859049E00,28.26,0.0,0
85904BDD0,16.38,0.0,0
859050710,7.19,0.0,0
859063A60,57.78,0.0,0
859075D70,7.82,0.0,0
8590CC4D0,7.1,0.0,0
8590D8010,43.12,0.0,0
8590DB330,119.19,0.0,0
8590DE5A0,134.69,0.0,0
8590E7E80,29.77,0.0,0
8590EE1F0,30.81,0.0,0
8590F84A0,43.42,0.0,0
8590F8AE0,36.1,0.0,0
859103390,7.87,0.0,0
859110E50,123.82,0.0,0
85911D2C0,32.94,0.0,0
8591ABCE0,55.89,0.0,0
8591B0FB0,6.78,0.0,0
8591EA910,26.5,0.0,0
8591EFFF0,196.73,0.0,0
859204550,6.81,0.0,0
85922F310,3.2,0.0,0
8592458C0,23.45,0.0,0
8592487C0,36.06,0.0,0
85925E740,22.2,0.0,0
85929D340,80.45,0.0,0
8592A3450,189.73,0.0,0
8592A4DB0,27.11,0.0,0
8592A7C70,6.01,0.0,0
8592AB360,35.81,0.0,0
8592B0D60,2.29,0.0,0
8592C31B0,34.37,0.0,0
8592C4450,17.16,0.0,0
8592C9550,2.3,0.0,0
8592E8060,188.95,0.0,0
8592E9B70,41.08,0.0,0
8592FBF80,52.7,0.0,0
8592FC2B0,10.05,0.0,0
859316730,60.56,0.0,0
859396320,6.63,0.0,0
85943F710,208.65,0.0,0
85946DA70,173.7,0.0,0
8594701A0,22.18,0.0,0
859477620,23.24,0.0,0
859492460,36.72,0.0,0
859503D30,172.12,0.0,0
859504440,31.63,0.0,0
85957DCD0,8.94,0.0,0
859583E10,16.56,0.0,0
8595E77A0,120.2,0.0,0
8595E7E30,38.46,0.0,0
8595E8C20,72.58,0.0,0
8595EAAD0,47.81,0.0,0
859604B60,119.15,0.0,0
859615BB0,15.39,0.0,0
859616630,6.07,0.0,0
8596407B0,191.75,0.0,0
859640BA0,4.36,0.0,0
859643DA0,23.23,0.0,0
8596451A0,109.24,0.0,0
859646B70,3.66,0.0,0
859647480,9.38,0.0,0
859648870,19.31,0.0,0
85966B7A0,7.42,0.0,0
85969F700,125.43,0.0,0
8596F7F20,50.72,0.0,0
859716270,6.78,0.0,0
85976F980,109.0,0.0,0
8597AEFA0,20.03,0.0,0
8598A5000,0.87,0.0,0
8598ED2E0,150.98,0.0,0
859901EF0,36.59,0.0,0
85991DAF0,15.29,0.0,0
85995D1F0,8.53,0.0,0
85995FD70,23.63,0.0,0
85996DF20,1.66,0.0,0
85999F890,168.49,0.0,0
8599AD5A0,8.41,0.0,0
859A2E040,107.94,0.0,0
859A4E6A0,39.18,0.0,0
859A72590,47.72,0.0,0
859A761E0,6.09,0.0,0
859A7C750,199.8,0.0,0
859A9BC30,6.73,0.0,0
859AE7AA0,91.7,0.0,0
859AECA80,47.69,0.0,0
859AED1A0,8.42,0.0,0
859AF1F50,116.11,0.0,0
859AF7D80,4.06,0.0,0
859B033C0,116.03,0.0,0
859B21890,147.67,0.0,0
859B3A610,30.21,0.0,0
859B61250,0.8,0.0,0
859B61BA0,4.22,0.0,0
859B63870,26.08,0.0,0
859B653F0,1.1,0.0,0
859B69500,113.56,0.0,0
859B6DB40,115.07,0.0,0
859B75B10,19.27,0.0,0
859B784F0,5.28,0.0,0
859B79E70,40.43,0.0,0
859B7E5D0,117.94,0.0,0
859B7F460,36.96,0.0,0
859B81E90,81.53,0.0,0
859B82670,20.96,0.0,0
859B82710,9.62,0.0,0
859B84BD0,6.51,0.0,0
859B8CA00,23.75,0.0,0
859B8CB90,47.21,0.0,0
859B995C0,94.14,0.0,0
859B9E5D0,75.61,0.0,0
859B9EE40,140.96,0.0,0
859B9EEE0,141.46,0.0,0
859B9EF60,15.16,0.0,0
859BC58D0,28.37,0.0,0
859BCDFE0,19.32,0.0,0
859BECF20,109.61,0.0,0
859BF2BF0,195.64,0.0,0
859C5C050,8.03,0.0,0
859C61120,4.68,0.0,0
859C63750,19.11,0.0,0
859D25CE0,0.2,0.0,0
859D266E0,193.96,0.0,0
859D27590,63.0,0.0,0
859D29110,9.92,0.0,0
859D2F8A0,101.16,0.0,0
859D31D00,29.44,0.0,0
859D32520,21.56,0.0,0
859D9A180,97.36,0.0,0
859D9B8D0,20.32,0.0,0
859D9B9C0,23.54,0.0,0
859DA0410,4.44,0.0,0
859DBD270,81.48,0.0,0
859DD0060,23.81,0.0,0
859DDF9A0,119.11,0.0,0
859DF8A00,122.9,0.0,0
859E227E0,132.13,0.0,0
859E24550,5.58,0.0,0
859E27D50,54.9,0.0,0
859E2DCF0,134.0,0.0,0
859E36130,8.09,0.0,0
859E36630,59.94,0.0,0
859E38030,6.2,0.0,0
859E48E80,8.21,0.0,0
859E5E2E0,4.49,0.0,0
859E64620,7.65,0.0,0
859E72360,1.92,0.0,0
859E737D0,9.03,0.0,0
859E74D00,18.27,0.0,0
859EA6A80,49.61,0.0,0
859EDA290,117.47,0.0,0
859EFEC40,199.71,0.0,0
859F47380,2.11,0.0,0
859FFA600,29.01,0.0,0
859FFA6A0,37.35,0.0,0
85A034880,4.88,0.0,0
85A0468A0,10.98,0.0,0
85A057E70,226.73,0.0,0
85A05AFD0,77.52,0.0,0
85A070FF0,127.94,0.0,0
85A0942A0,10.92,0.0,0
85A0BFB60,48.47,0.0,0
85A11ECF0,3.36,0.0,0
85A11FDB0,32.58,0.0,0
85A122AF0,9.23,0.0,0
85A12A5C0,44.72,0.0,0
85A12B650,32.07,0.0,0
85A12BBF0,7.56,0.0,0
85A12D490,31.73,0.0,0
85A12D620,63.46,0.0,0
85A12DFC0,124.34,0.0,0
85A1317F0,26.97,0.0,0
85A13F380,95.6,0.0,0
85A164A10,87.86,0.0,0
85A16A1B0,5.92,0.0,0
85A16A200,21.84,0.0,0
85A180F10,70.46,0.0,0
85A18F1D0,21.58,0.0,0
85A18F670,92.4,0.0,0
85A194A90,4.08,0.0,0
85A1B5CB0,4.54,0.0,0
85A1C75E0,42.22,0.0,0
85A1CCFB0,48.62,0.0,0
85A1CDF00,49.09,0.0,0
85A421900,20.45,0.0,0
85A5518B0,115.48,0.0,0
85A5578D0,36.63,0.0,0
85A557D20,73.58,0.0,0
85A57B5C0,7.75,0.0,0
85A580F00,23.25,0.0,0
85A586C90,26.72,0.0,0
85A58F2B0,5.05,0.0,0
85A59AD80,5.47,0.0,0
85A5CE8E0,30.81,0.0,0
85A5CEA20,62.15,0.0,0
85A602950,24.75,0.0,0
85A606ED0,6.23,0.0,0
85A60A3D0,140.34,0.0,0
85A60D300,19.19,0.0,0
85A61A130,105.06,0.0,0
85A61BFC0,45.57,0.0,0
85A6368E0,19.07,0.0,0
85A6469B0,155.94,0.0,0
85A64DD40,2.52,0.0,0
85A665070,76.29,0.0,0
85A669490,122.98,0.0,0
85A6F72B0,32.47,0.0,0
85A6F7D30,126.23,0.0,0
85A6F9520,7.41,0.0,0
85A7631F0,22.48,0.0,0
85A772950,81.54,0.0,0
85A777630,5.99,0.0,0
85A780ED0,250.69,0.0,0
85A788E90,97.76,0.0,0
85A78AE80,130.02,0.0,0
85A796FE0,72.16,0.0,0
85A7A0F60,5.16,0.0,0
85A7A5C20,48.3,0.0,0
85A7A62E0,26.49,0.0,0
85A7B3E10,21.12,0.0,0
85A7B9CD0,193.69,0.0,0
85A7BC290,153.07,0.0,0
85A7BFA60,25.35,0.0,0
85A7CA6B0,123.54,0.0,0
85A7EEF80,81.36,0.0,0
85A808A10,118.81,0.0,0
85A809370,7.11,0.0,0
85A810AB0,87.74,0.0,0
85A81CA40,6.28,0.0,0
85A85C190,3.86,0.0,0
85A86CAE0,45.79,0.0,0
85A86CC20,19.51,0.0,0
85A870600,279.2,0.0,0
85A871A30,80.9,0.0,0
85A871B70,6.11,0.0,0
85A87B7D0,24.96,0.0,0
85A886AB0,146.49,0.0,0
85A88EDA0,6.54,0.0,0
85A88F960,100.34,0.0,0
85A8A6910,48.01,0.0,0
85A8CF560,8.18,0.0,0
85A8D3E40,0.17,0.0,0
85A8FB520,9.7,0.0,0
85A9075E0,19.32,0.0,0
85A907D10,54.7,0.0,0
85A908F40,45.41,0.0,0
85A90C0B0,18.44,0.0,0
